SHOP_ID,DATE,N_TRANS
74,7/07/21,39
18,19/06/21,53
19,5/07/22,143
78,20/11/21,8
88,26/07/21,32
74,7/12/22,35
1,20/07/22,28
17,24/10/22,14
26,12/04/22,26
77,24/08/22,25
46,17/05/22,20
72,6/05/21,39
44,8/05/22,21
71,23/01/21,12
3,7/05/22,30
76,5/11/22,26
13,5/09/22,5
35,18/10/21,22
95,23/06/21,16
77,21/11/22,30
12,13/09/22,33
23,28/03/22,23
3,28/03/21,40
35,25/10/22,34
59,18/01/21,81
32,26/05/22,59
62,21/06/21,12
5,10/11/22,43
26,12/05/22,41
29,6/02/21,62
49,27/12/21,41
59,22/07/21,55
56,9/04/21,10
24,1/06/21,5
82,24/01/22,36
23,19/06/21,35
81,14/11/21,14
4,26/02/22,20
32,28/12/21,24
95,27/02/21,17
44,16/10/22,41
76,21/06/21,75
17,11/10/21,10
48,14/02/22,7
92,24/02/21,35
44,21/12/22,66
4,3/04/22,23
49,2/01/21,16
35,5/03/22,29
51,15/10/21,64
32,20/12/22,43
82,9/09/21,32
46,28/07/22,29
45,1/10/22,70
93,4/04/21,26
84,4/01/22,17
95,7/06/21,13
96,30/12/22,138
11,14/02/22,76
78,10/12/21,12
72,1/11/22,17
32,9/08/22,45
51,11/06/22,48
56,17/03/21,6
22,8/11/21,4
63,20/01/21,11
8,3/10/21,7
30,5/03/21,22
56,12/02/21,17
31,14/12/21,3
29,6/01/21,19
49,16/04/22,24
82,22/04/22,50
84,30/11/21,14
96,14/12/22,61
66,20/07/22,39
11,28/02/21,84
27,10/02/22,1
71,15/10/21,5
92,28/01/21,21
45,30/01/22,64
99,22/01/21,15
83,4/01/22,15
92,12/04/22,18
81,31/10/21,10
88,4/09/21,54
48,25/06/22,14
99,30/10/21,13
58,4/09/21,5
74,2/10/22,11
1,19/11/22,71
17,8/11/22,10
32,25/10/22,42
58,1/07/21,6
96,22/09/21,77
81,1/10/22,22
87,13/01/22,1
50,29/03/22,10
81,24/02/22,10
3,8/07/21,52
39,30/07/21,2
58,22/02/21,4
73,15/11/22,6
22,21/12/22,22
88,6/05/22,105
83,24/04/21,14
72,3/02/22,32
88,3/03/21,51
29,7/01/22,11
90,30/12/22,39
78,14/08/22,26
88,8/11/21,38
88,18/06/21,21
62,30/04/21,19
70,4/05/21,4
82,16/07/22,62
99,16/06/21,5
78,22/11/21,11
92,2/03/22,19
36,4/08/22,1
48,31/10/22,3
13,26/06/22,12
95,22/06/21,12
24,19/05/21,2
82,5/01/22,55
66,2/01/21,21
43,16/05/21,2
92,2/01/21,9
35,25/04/22,25
90,12/01/21,9
46,18/03/22,38
90,16/07/22,14
5,29/12/22,20
13,6/03/22,16
95,28/09/21,11
56,13/07/21,10
65,3/02/21,3
17,3/03/22,8
18,1/11/21,102
3,8/07/22,56
77,9/07/21,32
28,2/10/22,2
33,20/02/21,13
94,18/06/21,2
40,7/03/22,75
63,12/01/21,5
66,8/02/22,7
84,6/09/22,10
72,16/05/22,14
72,2/12/21,50
27,6/08/21,5
65,5/04/21,5
84,16/08/21,19
95,6/09/22,10
91,16/11/21,6
17,11/02/21,13
58,14/10/22,13
35,4/03/21,41
27,23/09/22,9
84,8/01/21,28
89,5/07/22,2
91,4/05/22,5
29,11/02/21,11
22,22/09/22,4
48,20/09/22,10
44,16/03/22,10
96,30/11/21,38
59,2/06/21,45
59,12/03/22,28
56,3/11/22,17
30,14/11/21,6
39,14/03/21,2
22,31/12/22,23
31,31/05/21,7
5,30/04/21,42
95,12/08/21,13
8,14/06/22,16
71,3/01/21,11
3,18/07/21,25
30,28/12/21,13
5,25/02/21,21
27,14/08/21,36
30,5/02/21,28
65,3/04/21,3
54,26/09/21,3
71,28/09/21,6
58,17/10/22,4
48,4/02/21,8
92,6/03/21,16
89,5/09/22,2
91,17/08/21,12
49,5/11/21,10
67,29/11/22,1
90,22/03/22,9
58,19/01/21,9
18,2/06/22,30
35,21/09/22,23
64,25/01/22,3
17,2/01/21,39
95,22/06/22,19
37,1/09/22,4
91,14/11/22,1
44,6/06/22,19
29,29/11/21,9
90,23/10/22,31
48,23/09/22,5
81,20/05/21,14
46,11/01/22,21
73,28/12/21,11
63,31/03/21,12
42,4/10/21,6
22,9/04/22,5
66,31/05/22,3
56,12/06/22,11
89,17/01/22,3
95,26/06/22,16
91,3/08/21,11
27,2/08/22,14
74,25/07/22,13
30,13/10/22,12
77,30/12/22,18
81,7/03/22,12
89,23/05/22,4
92,16/06/22,5
31,25/11/21,3
75,1/02/21,11
37,10/05/22,8
66,12/08/21,9
54,25/05/21,10
87,17/03/22,5
63,22/03/21,12
62,28/09/21,11
31,22/08/21,4
17,1/07/21,7
91,27/10/21,7
62,3/03/21,6
95,30/03/21,18
91,1/04/21,6
48,11/08/22,2
37,15/08/22,12
17,17/10/22,5
62,26/02/21,21
50,1/04/22,18
54,20/01/22,10
63,24/03/21,10
84,14/02/22,9
37,19/01/21,9
78,17/09/22,25
13,11/01/22,2
30,20/09/21,15
17,2/09/21,12
50,15/06/21,17
4,28/11/22,8
56,16/06/21,8
72,13/04/22,20
44,12/07/21,9
35,22/01/22,26
51,12/03/22,50
87,4/07/22,3
61,8/01/21,2
71,14/06/21,14
8,29/11/21,19
90,10/11/21,10
63,18/08/21,5
84,24/03/22,17
3,1/03/21,17
27,7/11/22,10
83,1/02/22,3
56,5/09/22,4
51,12/04/21,38
62,29/10/22,20
53,7/11/21,3
71,2/05/21,11
87,24/06/22,2
30,1/11/21,14
78,3/11/22,16
77,13/07/22,23
4,8/04/21,7
37,14/10/21,15
69,4/04/21,4
49,6/03/22,10
83,25/04/22,14
56,20/04/22,14
66,11/10/21,14
37,20/05/22,8
83,23/11/21,3
31,27/04/21,9
70,9/02/21,1
59,6/06/22,3
73,6/12/22,4
77,30/03/21,15
92,9/03/21,16
28,31/01/22,6
30,5/04/22,7
27,8/11/21,5
66,2/12/22,7
91,16/05/22,5
31,24/03/22,1
27,12/03/21,11
80,14/02/21,5
90,8/01/22,21
37,14/08/22,3
31,21/06/21,14
84,27/03/22,8
64,4/06/22,8
66,23/03/21,1
83,19/08/22,2
72,14/03/22,11
53,2/03/21,5
36,22/06/21,3
46,17/05/21,7
4,30/11/21,10
42,27/04/21,6
83,29/03/21,5
66,10/12/21,6
94,9/01/21,1
48,23/11/21,9
77,7/03/21,16
5,21/02/22,6
27,9/09/22,12
37,24/03/21,4
58,24/10/21,7
29,7/03/21,3
28,10/06/22,6
63,13/02/21,5
99,8/10/21,7
24,23/03/21,2
83,13/11/21,5
31,12/01/21,4
63,13/03/21,8
58,11/03/21,4
28,17/04/22,4
13,18/12/22,3
28,23/09/21,3
50,8/01/22,15
56,27/09/22,8
31,7/01/21,7
90,17/08/21,8
66,24/10/22,5
28,28/10/22,3
29,28/02/21,3
24,6/01/21,6
39,7/01/21,3
80,6/02/22,11
73,28/06/22,3
83,29/05/22,9
37,12/08/21,4
48,19/09/21,3
73,9/06/21,6
31,4/08/21,4
27,12/08/22,5
61,1/07/21,4
91,15/03/21,6
4,2/10/21,1
13,27/01/22,4
92,11/07/21,7
36,8/06/22,4
22,21/05/22,6
22,18/05/22,2
30,14/11/22,6
31,3/09/21,5
62,12/10/21,20
31,25/08/21,2
17,16/08/22,7
61,9/02/21,1
84,22/08/22,11
37,22/04/21,2
43,6/05/21,1
49,15/01/22,2
83,12/05/21,3
8,8/02/22,12
64,12/04/22,2
9,8/01/22,3
71,31/03/21,7
31,14/09/21,1
43,10/06/22,1
91,24/02/21,5
64,9/10/21,1
29,6/04/21,12
30,2/08/21,6
38,8/05/21,1
90,20/10/22,8
61,2/06/22,1
29,18/10/22,8
31,5/03/21,4
9,5/12/21,2
24,1/10/21,4
27,27/05/21,7
31,27/11/21,3
38,9/01/22,2
48,7/06/21,3
56,1/06/21,5
89,5/03/21,4
58,8/07/21,5
64,5/07/21,2
17,13/01/22,4
28,14/08/21,5
64,28/05/21,1
80,13/08/22,3
36,5/12/22,2
27,18/04/22,4
64,15/02/21,2
28,11/06/22,1
28,28/05/22,2
56,20/04/21,4
43,20/11/22,3
61,12/02/21,1
66,20/03/22,5
28,5/08/21,3
38,18/04/21,3
99,24/06/21,3
29,19/12/21,3
49,4/07/22,2
22,18/09/21,2
80,30/04/21,2
49,3/09/22,2
87,22/01/21,1
4,5/11/21,4
43,18/06/21,1
29,27/11/22,1
64,2/05/21,1
22,15/06/22,1
39,28/04/21,3
4,17/08/22,2
38,25/07/21,1
22,29/04/21,1
38,22/05/21,2
87,21/01/22,2
64,15/12/21,1
36,9/05/22,1
58,16/08/21,2
37,2/04/22,1
65,1/11/21,1
36,6/07/22,1
43,8/04/21,1
94,16/10/22,3
61,20/12/22,1
89,7/07/22,1
24,27/07/21,1
80,4/01/22,1
21,14/07/21,444
86,11/11/22,1833
15,3/07/22,1200
45,20/05/22,108
1,22/10/22,162
20,14/03/21,1154
68,11/10/22,1557
53,21/07/22,231
47,17/01/21,171
15,31/05/22,1325
26,22/04/22,84
18,18/04/22,186
1,17/09/22,77
1,10/06/22,71
51,4/03/22,57
16,14/09/22,740
16,31/05/21,672
15,19/05/21,1312
68,19/01/22,1485
41,24/03/21,390
57,8/06/22,556
10,25/04/21,292
100,18/10/22,1561
60,23/10/21,198
68,17/08/21,1573
86,4/11/21,1852
20,30/10/21,948
98,29/05/22,145
86,27/01/22,1436
2,10/12/21,611
86,10/09/22,1894
100,16/10/21,2218
15,9/05/22,1045
38,22/03/21,1328
100,17/09/21,2251
86,5/02/22,1501
68,11/01/22,1425
86,19/06/22,1978
46,28/12/22,29
60,1/03/22,198
15,5/06/22,1117
86,26/12/21,1496
100,17/03/22,1693
68,12/08/21,1557
16,3/05/21,633
2,5/08/21,711
60,26/08/21,100
20,3/07/21,1175
7,29/11/21,39
68,20/04/22,1079
15,13/10/22,1409
32,23/02/21,121
86,5/02/21,1926
86,15/03/21,1734
16,17/01/21,580
100,8/12/22,1789
100,14/11/22,1665
53,10/08/21,128
68,20/12/22,1927
100,11/10/21,1865
16,6/02/22,421
15,16/11/21,1329
100,27/01/21,2477
20,26/11/22,1169
7,23/06/21,60
68,28/08/21,1204
62,8/05/21,19
100,2/09/22,1974
74,15/06/22,46
20,11/02/22,1189
96,11/06/21,241
100,19/02/22,1803
10,17/01/21,292
44,28/04/22,36
100,26/05/22,1720
21,17/12/22,398
100,11/04/21,2105
12,30/12/21,134
15,1/04/22,1018
60,27/06/21,126
15,4/11/22,1631
86,17/06/22,1685
98,13/07/22,223
1,4/05/22,46
2,15/04/21,811
20,10/07/21,1366
21,1/10/22,373
10,8/06/22,459
86,19/08/21,1888
16,5/05/22,636
38,23/04/21,340
15,7/02/22,1013
15,28/07/22,1112
15,2/05/22,893
44,17/11/22,48
15,22/07/22,1194
57,11/08/22,441
37,29/03/22,9
20,8/06/22,1186
100,12/12/21,1893
15,29/01/21,1323
38,1/03/21,1539
53,20/12/21,440
57,25/10/22,560
25,23/01/21,124
41,10/01/21,152
10,24/12/22,400
59,12/01/22,74
97,12/11/21,139
16,13/05/22,678
54,21/02/22,4
25,25/03/21,58
57,7/09/22,539
56,25/09/22,6
98,31/05/21,137
19,4/01/22,92
100,9/03/21,2129
82,23/07/22,76
2,7/06/21,514
16,18/04/21,578
15,18/06/22,1285
38,16/06/21,379
57,22/05/22,328
98,19/10/21,186
15,20/04/22,1204
32,28/03/21,46
88,20/01/21,47
20,24/05/22,1104
21,5/01/22,432
86,23/12/21,2550
10,19/06/21,375
2,28/05/22,684
16,16/04/22,806
92,20/09/21,99
20,24/07/22,862
68,21/10/21,1238
53,12/09/22,124
35,17/07/22,24
20,8/03/22,984
30,18/12/21,55
38,3/06/22,382
15,10/08/21,1536
7,7/05/21,77
57,9/11/22,604
45,29/04/22,117
16,27/03/21,710
68,3/01/21,1165
16,1/02/22,652
60,19/09/21,113
16,23/01/22,598
47,22/03/22,136
11,23/05/21,85
35,16/04/21,75
47,21/11/22,148
20,1/12/22,1309
21,17/03/22,360
57,16/01/21,326
34,15/02/22,278
60,23/01/21,160
44,22/11/22,33
53,19/10/22,172
50,3/09/22,37
10,10/11/21,560
86,9/07/22,1974
98,9/02/21,156
34,15/06/21,254
88,21/05/21,37
53,2/06/22,225
3,20/03/22,19
85,4/05/22,24
16,8/06/22,697
38,12/05/21,245
60,13/12/21,240
35,8/01/21,45
53,10/05/21,141
74,9/11/21,30
15,26/12/22,1700
97,3/11/21,58
40,5/07/21,73
19,22/08/22,82
21,24/05/22,386
41,8/09/21,113
47,22/02/22,152
23,5/01/21,8
34,19/12/21,266
96,19/10/22,64
16,1/04/22,627
11,10/11/21,78
35,19/07/22,22
11,20/07/21,113
11,20/05/22,118
21,2/11/21,388
47,18/04/22,234
34,21/09/21,265
57,3/04/21,283
97,10/08/22,106
1,15/03/21,25
34,3/10/21,232
32,5/08/21,76
26,21/08/22,160
47,5/02/22,314
96,13/02/21,238
50,24/11/21,24
45,30/09/21,69
23,7/11/22,135
10,22/11/22,300
74,24/07/22,12
60,2/07/21,216
95,9/07/21,19
26,11/09/21,18
88,3/09/21,51
26,5/03/21,45
46,28/01/22,44
57,12/09/22,400
38,19/11/21,363
47,20/05/21,157
60,31/08/21,121
98,6/07/22,209
35,6/05/22,44
11,12/12/21,85
34,21/05/22,252
5,25/04/21,48
53,1/05/21,237
18,17/11/22,109
45,4/08/22,100
51,24/12/21,88
1,16/01/22,161
60,7/01/21,173
85,9/01/21,164
57,10/07/21,271
46,15/09/21,36
23,5/06/21,141
46,22/07/22,34
95,8/12/21,30
46,25/11/22,49
10,9/06/21,493
18,15/06/22,67
12,4/10/22,59
74,10/12/22,51
46,22/02/22,32
12,14/01/22,82
45,2/12/21,98
45,29/01/22,69
10,7/09/21,186
2,1/07/21,776
11,26/02/22,133
47,15/02/22,131
1,2/07/22,69
57,31/03/22,458
90,26/01/21,15
32,6/10/22,64
7,11/01/21,55
34,28/01/21,263
40,26/05/22,99
8,24/12/22,202
90,19/02/21,29
60,22/05/21,217
92,4/05/22,21
46,25/10/22,28
29,5/10/22,26
11,3/12/22,98
66,27/07/21,5
99,3/04/21,31
40,1/09/21,211
36,21/10/21,60
78,14/04/21,14
90,5/11/22,32
34,18/11/22,316
45,11/01/22,58
90,23/05/21,30
53,6/03/22,215
88,7/12/22,87
47,29/03/21,154
29,1/07/22,16
1,16/11/21,34
83,12/11/21,11
35,5/02/21,44
44,25/04/22,64
56,16/04/21,13
50,11/09/22,27
62,1/09/22,26
28,18/01/21,9
32,1/09/22,54
25,11/02/21,90
18,17/12/22,104
60,19/04/22,173
1,19/10/22,66
34,26/12/22,192
12,8/04/21,67
82,15/07/21,31
74,15/02/21,17
29,3/07/21,43
7,25/06/21,50
85,2/11/21,106
8,3/12/21,55
85,10/03/21,156
53,10/10/22,138
23,30/04/21,62
18,15/08/22,36
96,25/04/22,270
61,21/04/22,5
74,1/10/22,72
98,8/04/21,240
97,22/02/22,66
50,27/12/21,26
12,19/02/22,92
72,9/06/22,31
12,3/04/21,141
97,7/06/22,93
82,21/09/21,24
47,27/01/21,128
2,21/09/21,301
1,23/05/21,59
11,25/08/22,98
92,20/12/21,99
7,9/02/21,44
47,5/06/22,220
41,3/10/22,143
46,7/11/21,20
60,23/10/22,171
60,27/10/22,178
34,27/01/22,289
88,1/01/22,49
88,25/11/21,62
11,17/04/22,109
59,29/12/22,18
41,11/07/21,153
41,24/09/21,106
30,8/10/22,55
97,6/04/22,79
5,14/05/22,67
30,4/06/22,42
8,22/12/21,53
76,17/07/22,28
10,25/01/22,283
3,11/09/22,46
11,6/04/21,74
1,6/02/22,35
65,9/12/22,7
96,3/04/21,233
5,23/04/22,45
31,22/02/21,3
82,9/09/22,44
10,15/02/22,345
52,11/07/21,49
72,1/04/21,40
74,11/11/22,42
8,14/12/22,36
82,22/03/22,27
96,16/11/21,56
48,21/02/22,11
76,3/11/22,44
51,22/12/21,56
5,25/10/22,18
96,25/03/21,161
11,15/01/22,88
82,6/09/22,21
50,1/09/22,24
88,15/07/21,36
3,1/04/22,46
8,29/10/22,75
8,30/10/21,40
46,16/06/22,26
32,23/05/22,24
97,2/12/22,141
50,2/10/22,32
28,7/10/21,9
77,18/12/22,98
59,6/03/21,28
32,26/03/21,45
22,1/04/22,5
40,11/07/22,74
5,10/08/21,13
12,9/11/21,63
95,3/01/21,13
35,5/05/22,33
47,28/01/21,140
88,2/10/22,97
95,14/05/22,4
50,16/06/21,13
78,5/09/22,37
78,23/12/21,8
45,23/03/22,74
92,8/06/22,10
58,27/03/22,5
49,23/01/22,35
60,12/07/22,179
23,13/08/21,65
97,7/03/21,59
8,27/04/22,34
32,28/06/22,40
18,4/07/21,92
81,17/12/21,15
82,13/04/22,39
29,9/01/21,49
82,3/12/21,58
12,28/12/22,152
95,15/01/22,14
77,18/02/21,25
12,6/11/21,74
82,19/01/21,39
76,23/06/21,63
8,2/05/21,19
23,5/04/22,75
30,19/01/22,34
56,11/06/21,18
1,12/05/22,44
12,26/02/21,83
62,27/01/21,16
19,25/07/21,46
74,8/04/22,23
54,7/10/21,10
84,28/09/22,24
26,31/07/21,127
77,27/09/22,26
31,4/03/22,1
23,29/10/22,88
45,9/03/21,45
27,10/04/21,42
88,17/07/22,117
58,28/01/22,25
82,30/11/21,34
44,12/12/22,55
23,7/03/22,7
93,4/06/21,13
74,1/02/22,27
50,12/03/22,25
50,3/02/22,23
66,8/06/22,15
95,29/10/21,13
31,18/12/22,29
76,27/03/22,31
51,14/03/22,27
1,2/09/22,95
84,11/10/22,14
78,11/07/21,15
18,21/04/22,82
49,19/06/22,14
59,31/10/22,59
72,12/09/21,47
26,16/03/22,40
4,25/04/22,7
58,7/09/21,3
90,10/02/21,13
77,27/12/21,32
54,2/03/21,10
29,29/04/21,13
84,16/05/22,6
28,28/12/21,8
82,31/12/21,35
47,21/09/21,157
92,10/06/21,15
1,21/11/22,45
23,20/10/22,69
50,21/05/22,29
3,8/10/22,31
23,26/01/22,29
59,11/04/22,59
67,5/04/22,1
51,2/02/22,38
72,7/11/21,45
62,2/10/21,10
78,24/06/22,9
46,17/10/21,27
92,14/09/21,18
12,14/02/22,52
5,7/05/21,36
4,20/12/22,21
41,2/05/22,138
84,20/09/22,20
82,28/06/22,26
74,17/01/21,17
4,20/01/21,10
72,1/10/22,38
95,1/04/21,18
74,14/07/22,20
3,20/04/22,23
54,9/01/21,23
23,3/07/22,55
74,15/05/21,84
35,12/04/21,21
3,21/05/22,36
35,5/07/21,33
97,8/03/21,64
66,14/08/21,27
30,9/01/21,41
97,13/01/22,100
65,3/04/22,10
50,12/08/21,40
35,19/12/21,22
8,13/03/21,62
84,2/03/21,13
35,10/10/21,26
84,25/05/22,7
50,18/07/22,15
63,23/04/21,8
22,11/06/21,3
23,14/10/22,43
4,4/03/22,6
84,30/09/21,33
49,11/01/21,16
8,19/01/21,30
5,4/06/21,41
85,23/02/22,128
90,11/06/21,21
36,8/08/22,4
50,2/11/22,15
88,3/12/21,50
77,28/04/22,31
5,13/03/21,22
90,15/02/22,11
23,7/04/21,31
82,3/08/22,33
72,5/09/22,17
59,10/09/21,62
23,1/07/22,49
57,1/06/22,46
85,4/04/22,94
72,2/11/21,21
23,20/12/21,6
78,22/04/22,12
48,16/01/22,7
1,9/12/21,52
53,5/03/21,6
26,9/06/22,41
78,28/10/22,12
30,1/06/21,21
1,17/07/22,64
66,12/12/21,4
35,30/05/22,34
95,26/04/22,14
54,6/03/21,27
74,19/10/22,56
32,3/12/22,71
64,17/06/22,5
79,16/02/21,47
82,28/07/22,25
82,16/06/21,39
31,24/06/21,10
17,30/07/22,38
1,29/03/21,15
95,19/10/21,16
65,11/12/22,5
30,19/03/21,18
74,10/02/22,14
90,20/07/22,6
32,24/07/22,25
50,1/06/21,12
82,30/12/22,45
46,1/09/21,10
82,21/10/22,43
44,14/02/21,34
42,2/01/21,21
84,25/01/22,12
56,22/04/21,7
37,26/06/21,10
17,19/10/21,23
77,24/01/22,17
82,27/04/22,43
74,31/03/22,16
74,4/03/21,26
29,23/07/22,63
29,4/02/21,21
27,3/08/22,16
3,26/10/22,28
90,5/05/22,6
65,19/10/22,7
62,14/03/22,18
51,10/12/22,39
62,7/12/21,16
29,6/01/22,12
82,23/12/21,48
50,28/08/22,18
27,26/09/21,1
42,14/01/21,5
74,18/04/22,6
29,17/03/22,13
62,18/02/21,7
88,13/12/21,23
51,9/01/22,42
66,30/03/22,20
50,4/05/22,17
50,15/02/22,10
37,4/02/21,7
88,24/04/21,34
48,11/12/22,5
56,17/06/22,15
56,28/12/22,10
95,30/01/21,9
96,25/08/21,10
61,27/10/22,1
3,1/03/22,14
65,30/01/21,4
8,7/12/22,32
89,8/02/22,4
22,12/08/21,1
27,13/06/22,6
78,1/03/22,3
12,26/03/22,75
27,12/02/22,14
58,26/10/21,3
78,14/06/22,11
29,23/05/22,7
56,28/06/22,5
89,1/04/22,1
91,31/05/21,7
30,17/06/22,18
90,9/09/21,15
71,15/08/21,9
63,27/05/21,15
77,18/03/21,28
80,6/05/21,5
72,8/05/21,33
73,16/03/22,12
45,12/05/22,80
81,28/10/21,6
62,3/06/21,29
77,24/07/22,17
27,4/11/22,7
23,31/01/22,5
89,9/11/22,2
89,27/03/21,2
13,4/05/22,2
81,8/01/22,8
8,6/06/22,31
78,20/06/22,7
92,17/08/22,18
50,2/08/22,14
91,18/11/22,6
92,29/06/22,17
87,25/06/22,2
62,14/04/22,19
4,14/05/21,10
37,13/06/22,14
46,24/07/22,12
58,26/06/22,3
84,30/12/21,18
56,13/04/21,9
73,29/06/22,6
87,18/03/22,3
92,5/06/21,4
89,8/08/22,4
32,25/06/22,29
90,29/09/22,7
37,2/01/22,15
91,9/09/22,5
13,16/11/22,3
28,19/02/21,14
66,27/06/22,3
67,31/12/21,5
13,13/01/22,3
84,8/02/21,10
58,9/04/22,17
91,28/09/22,5
89,7/12/21,5
4,8/02/21,11
48,2/10/22,6
75,14/01/22,1
90,9/03/22,8
36,27/04/21,2
58,16/11/22,13
4,30/05/22,3
22,17/07/21,3
64,29/11/21,2
81,27/10/22,4
74,4/04/22,13
50,18/03/22,17
37,20/03/21,9
42,10/02/21,16
91,7/07/21,5
63,6/06/21,13
43,7/05/21,2
94,27/05/22,5
28,12/12/22,6
78,4/04/21,23
87,11/01/22,6
66,15/09/22,9
87,21/07/22,5
83,25/10/21,6
65,2/05/22,5
81,21/08/22,4
22,5/07/22,4
28,16/03/22,5
66,4/11/22,8
61,18/11/22,9
84,14/11/21,7
89,9/08/22,4
84,9/02/22,13
42,26/07/21,4
5,26/07/22,13
22,2/08/22,1
28,15/05/21,6
66,27/05/21,4
65,28/02/21,2
73,2/07/22,5
79,10/01/21,18
54,24/09/21,22
89,2/01/21,1
87,31/08/22,1
80,8/05/21,2
44,29/07/22,8
83,13/03/21,8
9,1/01/22,4
83,4/11/21,2
73,2/12/22,4
13,27/05/22,6
48,23/10/22,7
23,12/06/22,9
17,14/12/21,6
81,21/05/21,6
29,17/01/22,7
87,15/01/21,2
56,10/06/22,9
66,4/07/21,2
58,24/07/22,2
94,20/11/21,4
62,1/03/21,14
89,19/09/21,2
17,25/03/21,9
8,26/10/21,10
81,31/03/21,6
84,24/05/22,11
27,30/11/21,6
13,23/04/22,7
55,20/12/21,12
39,7/04/21,4
87,22/11/21,4
66,20/12/21,6
30,3/05/22,11
31,8/11/21,3
17,21/03/21,6
4,12/01/21,6
64,16/06/22,2
17,12/12/21,3
8,18/04/21,5
65,11/04/22,5
75,16/01/21,7
65,21/02/22,2
28,14/09/21,1
73,4/11/22,3
94,2/05/21,5
24,25/09/21,4
64,20/09/22,3
13,3/06/22,6
73,14/11/22,5
91,22/12/21,6
94,2/07/21,6
87,1/07/22,4
75,27/12/21,2
81,17/07/21,2
4,16/09/22,11
87,30/08/22,6
77,22/09/21,3
64,12/02/22,2
66,21/03/22,4
89,25/11/22,3
22,28/04/21,7
71,22/09/21,5
87,14/07/22,5
28,21/07/22,4
36,28/09/22,3
64,1/02/22,3
58,29/10/21,3
73,11/04/22,2
81,23/03/22,2
61,1/09/22,1
37,18/07/21,7
58,27/06/21,4
70,15/04/21,3
13,28/10/21,1
49,2/10/22,2
27,6/01/22,2
27,11/10/22,7
39,3/05/21,1
50,1/01/22,3
29,11/09/22,4
22,2/07/22,3
31,1/04/22,2
65,19/08/22,4
38,10/01/21,2
3,28/02/22,6
24,17/10/21,2
36,3/02/21,1
28,28/07/21,2
89,21/03/21,1
64,5/11/21,4
89,21/11/21,1
59,9/10/22,1
89,18/08/21,2
66,22/03/21,3
91,23/03/22,3
89,11/02/22,2
13,20/09/21,2
55,24/12/21,1
94,31/12/22,3
49,18/10/22,2
89,4/12/22,1
22,18/05/21,2
9,7/03/21,1
64,13/07/21,1
91,2/04/21,1
83,18/11/21,1
73,13/08/21,1
65,12/07/22,2
38,26/06/22,1
9,23/01/22,1
24,12/01/21,1
61,29/06/21,1
64,28/11/21,1
57,26/03/21,418
97,20/02/21,127
77,16/01/21,22
98,7/05/22,535
10,4/12/22,262
34,23/12/21,310
34,28/02/22,236
97,20/12/21,171
84,23/12/21,61
15,22/05/21,1392
100,16/04/21,2348
98,23/06/22,516
35,21/09/21,36
16,28/10/21,604
23,29/01/22,27
98,25/04/22,159
100,2/11/21,1890
20,24/11/22,1316
95,11/09/22,14
2,13/09/21,203
13,20/06/21,7
60,9/03/22,229
15,27/01/22,1105
68,25/10/22,1600
21,20/11/21,362
34,31/01/22,293
15,21/02/21,1403
29,28/05/21,18
20,21/01/22,1369
41,10/03/21,398
100,27/03/21,2392
100,19/01/22,2142
100,25/05/22,1860
100,11/09/21,1990
16,12/10/21,609
21,30/03/22,419
20,8/11/21,1099
21,20/10/22,400
2,3/02/21,812
68,10/01/21,1338
86,8/05/22,2060
38,1/06/21,835
100,23/12/21,2457
41,5/02/21,245
76,6/01/21,62
15,14/08/22,1086
15,13/07/21,1533
34,18/04/22,276
15,2/03/21,1497
100,16/11/22,1963
15,16/11/22,1540
53,25/11/21,378
100,14/10/21,2269
10,1/09/22,269
2,12/08/22,638
20,16/06/22,1247
68,28/09/22,1483
12,15/10/21,63
68,20/03/22,1126
20,15/06/21,1374
86,8/06/22,1773
32,13/01/21,188
68,31/07/21,1910
53,11/12/21,443
34,22/05/22,209
86,11/01/22,1863
27,24/08/22,23
26,14/10/21,38
37,18/02/21,19
25,21/01/21,97
86,24/06/22,1763
31,1/08/22,11
57,17/01/22,386
2,18/12/21,573
20,28/08/21,314
15,11/03/21,1250
41,22/07/21,154
20,10/01/22,1082
79,26/02/21,59
57,21/04/22,448
68,10/09/21,908
52,21/01/22,390
15,26/04/21,1382
15,24/05/22,1468
7,31/07/21,150
68,4/03/21,1449
15,25/10/21,1363
86,24/05/22,1655
100,21/05/21,2392
100,26/06/22,1451
2,3/04/21,604
20,30/12/22,1608
15,29/06/22,1192
15,18/08/21,1195
76,13/01/22,65
20,2/05/21,1086
10,22/01/21,371
12,13/05/21,79
86,22/02/22,1488
100,30/11/21,2118
100,31/07/21,2312
20,18/01/21,1060
2,12/12/22,577
86,27/02/21,2315
15,21/05/21,1249
12,31/01/22,88
15,16/04/21,1196
32,17/11/22,60
86,20/05/21,1931
100,23/09/22,2073
15,31/12/22,1909
57,29/04/22,440
16,15/07/21,767
68,3/12/22,2022
34,16/05/21,257
16,19/09/21,545
10,8/02/21,262
15,19/01/22,1277
100,21/08/22,1476
68,7/05/21,1668
15,23/02/21,1447
19,1/03/21,49
60,20/12/22,200
11,19/12/22,77
15,5/04/22,1182
59,20/04/22,58
2,4/06/22,612
2,26/08/22,564
16,12/02/22,542
100,23/04/22,1808
100,12/12/22,1727
100,18/11/22,1958
77,20/12/22,94
41,23/05/22,130
68,21/11/22,1515
77,11/04/21,24
